method,task_category,sample_count,assessor_calls_mean,assessor_latency_mean,duplicate_url_rate_mean,fanout_faithfulness_to_user_query_mean,fanout_overpersonalization_risk_mean,fanout_persona_field_use_mean,fanout_query_diversity_mean,fanout_query_specificity_mean,fanout_search_realism_mean,final_actionability_without_overclaiming_mean,final_citation_support_mean,final_contradiction_with_evidence_mean,final_domain_safety_mean,final_evidence_usage_quality_mean,final_groundedness_mean,final_intent_satisfaction_mean,final_missing_constraint_awareness_mean,final_non_genericness_mean,final_overpersonalization_mean,final_personalization_target_use_mean,final_safety_mean,final_specificity_mean,final_uncertainty_calibration_mean,final_unsupported_claim_risk_mean,planner_calls_mean,realized_k_mean,retrieval_constraint_coverage_mean,retrieval_disconfirming_coverage_mean,retrieval_distractor_robustness_mean,retrieval_evidence_relevance_mean,retrieval_result_persona_fit_mean,retrieval_source_quality_mean,retrieval_unsafe_or_overpersonalized_retrieval_risk_mean,search_latency_mean,synthesis_calls_mean,synthesis_latency_mean,tavily_calls_mean,total_latency_mean,total_llm_calls_mean,total_retrieved_context_size_mean,total_synthesis_context_size_mean,unique_domains_mean,unique_urls_mean,assessor_calls_sem,assessor_latency_sem,duplicate_url_rate_sem,fanout_faithfulness_to_user_query_sem,fanout_overpersonalization_risk_sem,fanout_persona_field_use_sem,fanout_query_diversity_sem,fanout_query_specificity_sem,fanout_search_realism_sem,final_actionability_without_overclaiming_sem,final_citation_support_sem,final_contradiction_with_evidence_sem,final_domain_safety_sem,final_evidence_usage_quality_sem,final_groundedness_sem,final_intent_satisfaction_sem,final_missing_constraint_awareness_sem,final_non_genericness_sem,final_overpersonalization_sem,final_personalization_target_use_sem,final_safety_sem,final_specificity_sem,final_uncertainty_calibration_sem,final_unsupported_claim_risk_sem,planner_calls_sem,realized_k_sem,retrieval_constraint_coverage_sem,retrieval_disconfirming_coverage_sem,retrieval_distractor_robustness_sem,retrieval_evidence_relevance_sem,retrieval_result_persona_fit_sem,retrieval_source_quality_sem,retrieval_unsafe_or_overpersonalized_retrieval_risk_sem,search_latency_sem,synthesis_calls_sem,synthesis_latency_sem,tavily_calls_sem,total_latency_sem,total_llm_calls_sem,total_retrieved_context_size_sem,total_synthesis_context_size_sem,unique_domains_sem,unique_urls_sem
adaptive_b4,financial_concept_explanation,1,1.0000,9.2983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3901,1.0000,15.8301,4.0000,26.5237,2.0000,10998.0000,10998.0000,16.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b4,form_policy_deadline_lookup,1,1.0000,7.3497,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,1.0000,12.5264,2.0000,19.9072,2.0000,7472.0000,5496.0000,7.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b4,jurisdiction_resource_lookup,1,1.0000,6.4460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0980,1.0000,19.0689,4.0000,25.6161,2.0000,14647.0000,14647.0000,20.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b4,legal_decision_strategy,1,2.0000,22.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1131,1.0000,16.8072,4.0000,39.3233,3.0000,18653.0000,18653.0000,17.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b4,personal_decision_strategy,1,2.0000,40.8269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6896,1.0000,21.1813,3.0000,62.6990,3.0000,27494.0000,27494.0000,15.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b4,product_or_program_comparison,2,1.0000,6.2512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4512,1.0000,17.8747,3.0000,24.5827,2.0000,13299.5000,13299.5000,13.5000,15.0000,0.0000,0.4966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4052,0.0000,1.4832,1.0000,1.5744,0.0000,4162.5000,4162.5000,3.5000,5.0000
adaptive_b4,shopping_product_recommendation,1,1.0000,29.3106,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3877,1.0000,16.7492,4.0000,49.4487,2.0000,20633.0000,20152.0000,13.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b8,financial_concept_explanation,1,3.0000,63.7269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8253,1.0000,16.6085,5.0000,84.1651,4.0000,16199.0000,16199.0000,24.0000,25.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b8,form_policy_deadline_lookup,1,1.0000,12.2149,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0140,1.0000,11.6111,2.0000,23.8462,2.0000,7472.0000,5496.0000,7.0000,8.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b8,jurisdiction_resource_lookup,1,3.0000,60.8508,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0515,1.0000,17.8616,5.0000,82.7666,4.0000,18571.0000,17406.0000,24.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b8,legal_decision_strategy,1,2.0000,41.0914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3578,1.0000,15.2381,3.0000,58.6902,3.0000,14202.0000,14202.0000,15.0000,15.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b8,personal_decision_strategy,1,2.0000,13.2888,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4968,1.0000,24.1336,4.0000,39.9207,3.0000,30324.0000,29273.0000,17.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
adaptive_b8,product_or_program_comparison,2,2.0000,34.4565,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5410,1.0000,18.8265,4.5000,57.8296,3.0000,23519.5000,23381.5000,15.0000,22.0000,1.0000,3.9049,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4897,0.0000,3.4613,2.5000,11.8551,1.0000,14382.5000,14244.5000,5.0000,12.0000
adaptive_b8,shopping_product_recommendation,1,3.0000,37.2722,0.0333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5385,1.0000,28.1139,6.0000,68.9262,4.0000,27178.0000,26966.0000,20.0000,29.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
fixed_k1,current_rule_limit_lookup,6,0.0000,0.0000,0.0000,4.6667,1.0000,1.1667,1.0000,2.1667,5.0000,3.0000,5.0000,1.0000,2.8333,4.8333,4.6667,2.3333,2.8333,3.5000,1.5000,2.6667,3.0000,3.3333,3.1667,1.5000,1.0000,1.0000,2.0000,5.0000,5.0000,3.1667,1.6667,4.1667,5.0000,8.7277,1.0000,9.1746,1.0000,33.5561,2.0000,6889.3333,6889.3333,4.5000,5.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.1667,0.0000,0.1667,0.0000,0.4472,0.0000,0.0000,0.4773,0.1667,0.2108,0.4216,0.7032,0.4282,0.3416,0.6146,0.4472,0.5578,0.6009,0.2236,0.0000,0.0000,0.3651,0.0000,0.0000,0.4014,0.3333,0.4014,0.0000,0.4971,0.0000,0.4989,0.0000,2.6217,0.0000,1054.2250,1054.2250,0.3416,0.0000
fixed_k1,financial_concept_explanation,6,0.0000,0.0000,0.0000,4.1667,1.5000,1.6667,1.0000,2.5000,4.8333,3.6667,4.6667,1.0000,3.1667,4.3333,4.0833,2.5000,3.5000,3.0000,1.0000,2.3333,3.6667,3.0000,3.6667,1.9167,1.0000,1.0000,1.8333,5.0000,5.0000,3.8333,2.3333,4.8333,4.5000,8.5528,1.0000,11.1087,1.0000,37.4853,2.0000,4075.8333,4075.8333,5.0000,5.0000,0.0000,0.0000,0.0000,0.5426,0.5000,0.2108,0.0000,0.3416,0.1667,0.2108,0.2108,0.0000,0.7032,0.3333,0.3745,0.3416,0.3416,0.3651,0.0000,0.3333,0.5578,0.3651,0.3333,0.2713,0.0000,0.0000,0.3073,0.0000,0.0000,0.6009,0.4216,0.1667,0.5000,0.6233,0.0000,0.7681,0.0000,2.4248,0.0000,328.1525,328.1525,0.0000,0.0000
fixed_k1,financial_decision_strategy,6,0.0000,0.0000,0.0000,5.0000,1.0000,1.3333,1.0000,2.3333,4.8333,3.6667,5.0000,1.0000,2.5000,4.5000,4.3333,2.6667,2.8333,2.8333,1.0000,2.3333,3.0000,3.0000,3.3333,1.6667,1.0000,1.0000,2.1667,5.0000,5.0000,4.5000,2.0000,3.6667,5.0000,8.8953,1.0000,9.3394,1.0000,31.0587,2.0000,3029.0000,3029.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2108,0.0000,0.2108,0.1667,0.2108,0.0000,0.0000,0.3416,0.2236,0.2108,0.3333,0.3073,0.3073,0.0000,0.6146,0.3651,0.2582,0.2108,0.2108,0.0000,0.0000,0.1667,0.0000,0.0000,0.2236,0.0000,0.3333,0.0000,0.5619,0.0000,0.9200,0.0000,2.1517,0.0000,425.1356,425.1356,0.0000,0.0000
fixed_k1,form_policy_deadline_lookup,6,0.0000,0.0000,0.0000,4.8333,1.0000,1.6667,1.0000,3.0000,4.8333,3.6667,5.0000,1.0000,2.8333,5.0000,4.8333,2.8333,3.6667,4.0000,1.0000,3.1667,3.0000,3.6667,3.8333,1.1667,1.0000,1.0000,3.3333,5.0000,5.0000,4.3333,3.1667,4.1667,5.0000,8.0561,1.0000,7.9336,1.0000,31.1608,2.0000,3836.8333,3836.8333,5.0000,5.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.3333,0.0000,0.5164,0.1667,0.4216,0.0000,0.0000,0.5426,0.0000,0.1667,0.4773,0.6146,0.4472,0.0000,0.7491,0.5164,0.4944,0.4773,0.1667,0.0000,0.0000,0.4216,0.0000,0.0000,0.3333,0.4773,0.3073,0.0000,0.4740,0.0000,0.7886,0.0000,2.6484,0.0000,423.0978,423.0978,0.0000,0.0000
