method,task_category,sample_count,assessor_calls_mean,assessor_latency_mean,duplicate_url_rate_mean,fanout_faithfulness_to_user_query_mean,fanout_overpersonalization_risk_mean,fanout_persona_field_use_mean,fanout_query_diversity_mean,fanout_query_specificity_mean,fanout_search_realism_mean,final_actionability_without_overclaiming_mean,final_citation_support_mean,final_contradiction_with_evidence_mean,final_domain_safety_mean,final_evidence_usage_quality_mean,final_groundedness_mean,final_intent_satisfaction_mean,final_missing_constraint_awareness_mean,final_non_genericness_mean,final_overpersonalization_mean,final_personalization_target_use_mean,final_safety_mean,final_specificity_mean,final_uncertainty_calibration_mean,final_unsupported_claim_risk_mean,planner_calls_mean,realized_k_mean,retrieval_constraint_coverage_mean,retrieval_disconfirming_coverage_mean,retrieval_distractor_robustness_mean,retrieval_evidence_relevance_mean,retrieval_result_persona_fit_mean,retrieval_source_quality_mean,retrieval_unsafe_or_overpersonalized_retrieval_risk_mean,search_latency_mean,synthesis_calls_mean,synthesis_latency_mean,tavily_calls_mean,total_latency_mean,total_llm_calls_mean,total_retrieved_context_size_mean,total_synthesis_context_size_mean,unique_domains_mean,unique_urls_mean,assessor_calls_sem,assessor_latency_sem,duplicate_url_rate_sem,fanout_faithfulness_to_user_query_sem,fanout_overpersonalization_risk_sem,fanout_persona_field_use_sem,fanout_query_diversity_sem,fanout_query_specificity_sem,fanout_search_realism_sem,final_actionability_without_overclaiming_sem,final_citation_support_sem,final_contradiction_with_evidence_sem,final_domain_safety_sem,final_evidence_usage_quality_sem,final_groundedness_sem,final_intent_satisfaction_sem,final_missing_constraint_awareness_sem,final_non_genericness_sem,final_overpersonalization_sem,final_personalization_target_use_sem,final_safety_sem,final_specificity_sem,final_uncertainty_calibration_sem,final_unsupported_claim_risk_sem,planner_calls_sem,realized_k_sem,retrieval_constraint_coverage_sem,retrieval_disconfirming_coverage_sem,retrieval_distractor_robustness_sem,retrieval_evidence_relevance_sem,retrieval_result_persona_fit_sem,retrieval_source_quality_sem,retrieval_unsafe_or_overpersonalized_retrieval_risk_sem,search_latency_sem,synthesis_calls_sem,synthesis_latency_sem,tavily_calls_sem,total_latency_sem,total_llm_calls_sem,total_retrieved_context_size_sem,total_synthesis_context_size_sem,unique_domains_sem,unique_urls_sem
fixed_k1,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0000,4.6667,1.0000,1.8333,1.0000,2.5000,5.0000,2.5000,5.0000,1.0000,2.0000,4.5000,4.3333,2.0000,3.1667,2.8333,1.3333,1.6667,2.3333,2.8333,3.1667,1.6667,1.0000,1.0000,2.5000,5.0000,5.0000,4.0000,3.3333,3.8333,5.0000,10.1290,1.0000,8.9046,1.0000,34.5075,2.0000,3492.0000,3492.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.2108,0.0000,0.1667,0.0000,0.4282,0.0000,0.3416,0.0000,0.0000,0.2582,0.2236,0.3333,0.2582,0.1667,0.4014,0.2108,0.4216,0.3333,0.4014,0.1667,0.3333,0.0000,0.0000,0.4282,0.0000,0.0000,0.6831,0.6667,0.4773,0.0000,1.1530,0.0000,0.2695,0.0000,1.8476,0.0000,627.6425,627.6425,0.0000,0.0000
fixed_k1,legal_decision_strategy,6,0.0000,0.0000,0.0000,4.8333,1.0000,1.0000,1.0000,2.5000,4.5000,3.3333,4.6667,1.0000,2.8333,4.0000,4.0000,2.5000,2.3333,2.6667,1.6667,2.1667,3.1667,3.0000,3.0000,2.3333,1.0000,1.0000,1.6667,5.0000,5.0000,3.0000,1.8333,3.3333,5.0000,9.4003,1.0000,9.2883,1.0000,32.0370,2.0000,4056.1667,4056.1667,5.0000,5.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.3416,0.2236,0.4216,0.3333,0.0000,0.4773,0.4472,0.4472,0.5627,0.6146,0.6146,0.6667,0.6009,0.4014,0.4472,0.4472,0.5578,0.0000,0.0000,0.2108,0.0000,0.0000,0.2582,0.3073,0.2108,0.0000,0.9335,0.0000,0.5493,0.0000,2.9614,0.0000,524.8239,524.8239,0.0000,0.0000
fixed_k1,legal_issue_explanation,6,0.0000,0.0000,0.0000,4.5000,1.0000,1.3333,1.0000,2.3333,4.8333,3.0000,5.0000,1.0000,2.6667,5.0000,4.9167,2.1667,3.0000,2.8333,2.1667,1.8333,3.0000,2.6667,3.0000,1.1667,1.0000,1.0000,2.3333,5.0000,5.0000,4.1667,3.0000,3.1667,5.0000,9.0696,1.0000,9.0406,1.0000,32.5115,2.0000,3483.3333,3483.3333,5.0000,5.0000,0.0000,0.0000,0.0000,0.3416,0.0000,0.2108,0.0000,0.2108,0.1667,0.5774,0.0000,0.0000,0.6146,0.0000,0.0833,0.6009,0.5164,0.4773,0.6540,0.6540,0.5164,0.5578,0.4472,0.1667,0.0000,0.0000,0.4944,0.0000,0.0000,0.4773,0.5164,0.4773,0.0000,0.8647,0.0000,0.7154,0.0000,1.8568,0.0000,395.7256,395.7256,0.0000,0.0000
fixed_k1,personal_decision_strategy,6,0.0000,0.0000,0.0000,5.0000,1.0000,1.1667,1.0000,2.1667,4.8333,2.8333,4.5000,1.0000,3.3333,4.4667,4.3000,1.8333,2.3333,2.1667,2.5000,1.5000,4.0000,2.6667,3.3333,1.9167,1.0000,1.0000,1.8333,5.0000,5.0000,3.8333,2.0000,3.8333,5.0000,10.1962,1.0000,9.2585,1.0000,34.2104,2.0000,7526.5000,7526.5000,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.1667,0.3073,0.5000,0.0000,0.6667,0.4944,0.6608,0.3073,0.6146,0.3073,0.5627,0.3416,0.5164,0.2108,0.4216,0.6379,0.0000,0.0000,0.3073,0.0000,0.0000,0.6540,0.3651,0.6540,0.0000,0.6624,0.0000,0.5197,0.0000,3.4646,0.0000,2272.6835,2272.6835,0.0000,0.0000
fixed_k1,product_or_program_comparison,6,0.0000,0.0000,0.0000,4.0000,1.0000,1.0000,1.0000,2.0000,4.5000,3.1667,4.5000,1.0000,2.3333,4.0000,3.8333,2.1667,3.3333,2.3333,1.0000,2.0000,3.0000,2.3333,3.6667,2.1667,1.0000,1.0000,2.1667,5.0000,5.0000,3.6667,2.0000,4.3333,5.0000,9.3385,1.0000,9.4010,1.0000,34.6409,2.0000,4674.3333,4674.3333,5.0000,5.0000,0.0000,0.0000,0.0000,0.4472,0.0000,0.0000,0.0000,0.2582,0.2236,0.3073,0.3416,0.0000,0.3333,0.4472,0.5426,0.3073,0.5578,0.4216,0.0000,0.2582,0.5774,0.3333,0.4216,0.5426,0.0000,0.0000,0.4014,0.0000,0.0000,0.4216,0.4472,0.3333,0.0000,0.7565,0.0000,0.2877,0.0000,2.4874,0.0000,278.7804,278.7804,0.0000,0.0000
fixed_k1,shopping_product_recommendation,6,0.0000,0.0000,0.0000,4.6667,1.0000,1.1667,1.0000,2.0000,5.0000,3.5000,4.5000,1.0000,4.6667,4.0833,3.9167,1.8333,1.8333,2.5000,1.8333,1.5000,4.6667,3.0000,3.6667,2.0833,1.0000,1.0000,1.5000,5.0000,5.0000,4.1667,1.6667,3.6667,5.0000,9.6664,1.0000,9.9912,1.0000,33.6746,2.0000,7392.0000,7392.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.1667,0.0000,0.0000,0.0000,0.3416,0.5000,0.0000,0.3333,0.4549,0.6112,0.4014,0.5426,0.5627,0.6540,0.3416,0.3333,0.4472,0.4216,0.6112,0.0000,0.0000,0.3416,0.0000,0.0000,0.6540,0.3333,0.5578,0.0000,0.8202,0.0000,0.6073,0.0000,2.2765,0.0000,2726.8384,2726.8384,0.0000,0.0000
fixed_k1,technical_explanation,6,0.0000,0.0000,0.0000,4.8333,1.0000,1.0000,1.0000,2.0000,4.6667,3.3333,4.3333,1.0000,4.6667,4.2500,3.7500,2.3333,3.0000,2.3333,1.0000,2.5000,4.6667,2.6667,3.8333,2.2500,1.0000,1.0000,2.1667,5.0000,5.0000,3.6667,2.1667,3.6667,5.0000,8.3774,1.0000,10.3897,1.0000,32.1586,2.0000,6420.6667,6420.6667,4.8333,5.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.2108,0.3333,0.4944,0.0000,0.3333,0.3096,0.4425,0.4944,0.6831,0.4944,0.0000,0.6191,0.3333,0.5578,0.4773,0.4425,0.0000,0.0000,0.6009,0.0000,0.0000,0.6146,0.4014,0.6667,0.0000,0.4273,0.0000,0.5231,0.0000,1.6216,0.0000,1016.1405,1016.1405,0.1667,0.0000
fixed_k1,travel_dining,6,0.0000,0.0000,0.0000,5.0000,1.0000,1.3333,1.0000,2.6667,4.8333,3.1667,5.0000,1.0000,3.3333,4.6667,4.5000,1.8333,3.3333,2.3333,1.6667,2.0000,3.8333,2.5000,3.6667,1.6667,1.0000,1.0000,2.0000,5.0000,5.0000,3.3333,2.1667,3.5000,5.0000,12.5155,1.0000,8.8370,1.0000,36.1466,2.0000,4416.6667,4416.6667,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2108,0.0000,0.3333,0.1667,0.4773,0.0000,0.0000,0.7601,0.2108,0.3416,0.3073,0.6667,0.4944,0.6667,0.4472,0.7491,0.3416,0.6146,0.3333,0.0000,0.0000,0.5164,0.0000,0.0000,0.6667,0.6540,0.2236,0.0000,0.7557,0.0000,0.2830,0.0000,2.7975,0.0000,363.2010,363.2010,0.0000,0.0000
fixed_k2,current_rule_limit_lookup,6,0.0000,0.0000,0.0000,4.3333,1.6667,2.6667,2.6667,3.1667,4.6667,3.6000,4.8333,1.0000,3.0000,4.6333,4.6333,3.0000,4.0000,4.2000,1.4000,3.6000,3.2000,4.0000,3.8000,1.4167,1.0000,2.0000,3.3333,5.0000,5.0000,4.1667,3.6667,4.3333,5.0000,8.7277,1.0000,9.8237,2.0000,34.2052,2.0000,10900.1667,10900.1667,8.8333,10.0000,0.0000,0.0000,0.0000,0.3333,0.4216,0.5578,0.3333,0.5426,0.2108,0.5099,0.1667,0.0000,0.5477,0.2028,0.2028,0.5477,0.5477,0.5831,0.4000,0.7483,0.4899,0.6325,0.7348,0.2007,0.0000,0.0000,0.6667,0.0000,0.0000,0.4773,0.5578,0.2108,0.0000,0.4971,0.0000,0.7168,0.0000,2.4828,0.0000,1105.1587,1105.1587,0.4773,0.0000
fixed_k2,financial_concept_explanation,6,0.0000,0.0000,0.0333,4.6667,1.3333,3.0000,3.1667,3.8333,5.0000,4.1667,5.0000,1.0000,3.1667,4.5000,4.5000,3.1667,3.6667,3.8333,1.0000,3.0000,3.5000,3.8333,4.0000,1.5000,1.0000,2.0000,3.5000,5.0000,5.0000,4.8333,3.6667,4.8333,4.6667,8.5528,1.0000,10.4670,2.0000,36.8436,2.0000,8127.8333,7905.8333,9.6667,9.6667,0.0000,0.0000,0.0333,0.3333,0.3333,0.3651,0.4773,0.4014,0.0000,0.3073,0.0000,0.0000,0.4773,0.2236,0.2236,0.3073,0.4216,0.4773,0.0000,0.4472,0.4282,0.3073,0.2582,0.2236,0.0000,0.0000,0.3416,0.0000,0.0000,0.1667,0.4216,0.1667,0.3333,0.6233,0.0000,0.3822,0.0000,2.5286,0.0000,420.5353,313.3023,0.3333,0.3333
fixed_k2,financial_decision_strategy,6,0.0000,0.0000,0.0000,4.8333,1.0000,2.8333,2.6667,4.0000,4.8333,3.8333,4.8333,1.0000,2.8333,4.1667,4.0000,3.1667,3.1667,3.6667,1.0000,2.8333,3.0000,3.5000,3.5000,2.0000,1.0000,2.0000,4.0000,5.0000,5.0000,4.8333,4.1667,4.3333,5.0000,8.8953,1.0000,10.1468,2.0000,31.8662,2.0000,8531.5000,8531.5000,9.6667,10.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.3073,0.3333,0.2582,0.1667,0.1667,0.1667,0.0000,0.4773,0.3073,0.2582,0.4014,0.1667,0.2108,0.0000,0.4773,0.4472,0.2236,0.2236,0.2582,0.0000,0.0000,0.2582,0.0000,0.0000,0.1667,0.3073,0.2108,0.0000,0.5619,0.0000,0.4121,0.0000,2.3495,0.0000,1136.9716,1136.9716,0.2108,0.0000
fixed_k2,form_policy_deadline_lookup,6,0.0000,0.0000,0.0667,4.8333,1.0000,3.5000,3.1667,4.1667,5.0000,3.8333,5.0000,1.0000,2.5000,5.0000,5.0000,3.1667,3.5000,4.1667,1.0000,3.1667,2.6667,3.8333,3.6667,1.0000,1.0000,2.0000,4.5000,5.0000,5.0000,5.0000,4.5000,4.3333,5.0000,8.0561,1.0000,8.9577,2.0000,32.1849,2.0000,7386.3333,6834.5000,8.8333,9.3333,0.0000,0.0000,0.0333,0.1667,0.0000,0.5627,0.3073,0.3073,0.0000,0.4773,0.0000,0.0000,0.4282,0.0000,0.0000,0.4014,0.6191,0.4014,0.0000,0.6009,0.4216,0.5426,0.4944,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.0000,0.2236,0.3333,0.0000,0.4740,0.0000,0.8087,0.0000,2.7647,0.0000,1043.7680,1044.6129,0.4014,0.3333
fixed_k2,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0167,5.0000,1.0000,3.3333,3.3333,4.1667,5.0000,3.1667,4.6667,1.0000,3.1667,4.3333,4.3333,2.8333,3.3333,3.6667,1.5000,2.5000,3.1667,3.5000,3.6667,1.6667,1.0000,2.0000,3.1667,5.0000,5.0000,4.3333,4.1667,3.8333,5.0000,10.1290,1.0000,10.0196,2.0000,35.6224,2.0000,10166.5000,9981.8333,9.6667,9.8333,0.0000,0.0000,0.0167,0.0000,0.0000,0.2108,0.3333,0.1667,0.0000,0.3073,0.3333,0.0000,0.3073,0.4944,0.4944,0.3073,0.2108,0.2108,0.5000,0.3416,0.3073,0.2236,0.2108,0.4944,0.0000,0.0000,0.5426,0.0000,0.0000,0.6667,0.6540,0.6009,0.0000,1.1530,0.0000,0.2039,0.0000,2.0633,0.0000,1620.8031,1675.8596,0.2108,0.1667
fixed_k2,legal_decision_strategy,6,0.0000,0.0000,0.0000,4.6667,1.1667,2.3333,2.3333,3.3333,4.8333,3.3333,5.0000,1.0000,2.5000,4.8333,4.6667,2.6667,2.6667,3.0000,1.1667,2.3333,3.0000,3.1667,2.8333,1.3333,1.0000,2.0000,2.3333,5.0000,5.0000,3.8333,2.8333,3.1667,5.0000,9.4003,1.0000,10.2405,2.0000,32.9892,2.0000,8085.8333,8085.8333,9.6667,10.0000,0.0000,0.0000,0.0000,0.3333,0.1667,0.2108,0.2108,0.3333,0.1667,0.4216,0.0000,0.0000,0.6708,0.1667,0.2108,0.4944,0.4944,0.4472,0.1667,0.6146,0.5774,0.4014,0.5426,0.2108,0.0000,0.0000,0.4216,0.0000,0.0000,0.4014,0.5426,0.3073,0.0000,0.9335,0.0000,0.4404,0.0000,2.6913,0.0000,850.3902,850.3902,0.2108,0.0000
fixed_k2,legal_issue_explanation,6,0.0000,0.0000,0.0333,5.0000,1.0000,2.8333,2.8333,3.8333,4.8333,3.1667,4.6667,1.0000,2.6667,4.6667,4.6667,2.6667,2.6667,3.5000,1.5000,2.1667,3.0000,3.3333,3.0000,1.3333,1.0000,2.0000,2.8333,5.0000,5.0000,4.0000,3.5000,3.3333,5.0000,9.0696,1.0000,11.5132,2.0000,34.9841,2.0000,7852.5000,7462.5000,9.3333,9.6667,0.0000,0.0000,0.0211,0.0000,0.0000,0.3073,0.3073,0.3073,0.1667,0.4773,0.3333,0.0000,0.5578,0.3333,0.3333,0.4944,0.5578,0.5000,0.5000,0.6009,0.5774,0.4216,0.4472,0.3333,0.0000,0.0000,0.4773,0.0000,0.0000,0.4472,0.3416,0.3333,0.0000,0.8647,0.0000,1.3160,0.0000,2.7742,0.0000,441.5165,415.6378,0.3333,0.2108
fixed_k2,personal_decision_strategy,6,0.0000,0.0000,0.0333,4.8333,1.1667,2.5000,2.5000,3.5000,4.8333,3.3333,5.0000,1.0000,3.3333,4.5000,4.3333,2.3333,2.8333,2.6667,2.3333,2.0000,3.8333,3.0000,3.5000,1.6667,1.0000,2.0000,2.5000,5.0000,5.0000,4.0000,3.1667,3.8333,5.0000,10.1962,1.0000,11.2449,2.0000,36.1967,2.0000,11395.1667,10963.3333,9.0000,9.6667,0.0000,0.0000,0.0211,0.1667,0.1667,0.4282,0.3416,0.5000,0.1667,0.3333,0.0000,0.0000,0.6667,0.3416,0.3333,0.2108,0.1667,0.4216,0.4944,0.2582,0.4773,0.2582,0.2236,0.3333,0.0000,0.0000,0.5000,0.0000,0.0000,0.4472,0.6009,0.4773,0.0000,0.6624,0.0000,0.9581,0.0000,3.4911,0.0000,2379.9098,2484.6450,0.3651,0.2108
fixed_k2,product_or_program_comparison,6,0.0000,0.0000,0.0000,4.6667,1.0000,2.5000,2.5000,3.1667,4.6667,3.5000,5.0000,1.0000,2.6667,4.8333,4.6667,2.8333,3.3333,3.6667,1.0000,3.0000,2.6667,3.6667,3.8333,1.3333,1.0000,2.0000,3.6667,5.0000,5.0000,4.3333,4.1667,4.5000,5.0000,9.3385,1.0000,10.9316,2.0000,36.1715,2.0000,9707.0000,9707.0000,9.3333,10.0000,0.0000,0.0000,0.0000,0.3333,0.0000,0.2236,0.2236,0.3073,0.2108,0.3416,0.0000,0.0000,0.2108,0.1667,0.2108,0.4014,0.3333,0.4944,0.0000,0.7746,0.2108,0.4944,0.1667,0.2108,0.0000,0.0000,0.5578,0.0000,0.0000,0.4216,0.5426,0.3416,0.0000,0.7565,0.0000,0.3396,0.0000,2.7681,0.0000,396.3958,396.3958,0.3333,0.0000
fixed_k2,shopping_product_recommendation,6,0.0000,0.0000,0.0167,4.6667,1.6667,2.5000,2.3333,3.3333,4.8333,3.3333,5.0000,1.0000,4.5000,4.6667,4.6667,2.0000,1.8333,2.8333,2.3333,1.6667,4.5000,3.1667,2.8333,1.5000,1.0000,2.0000,2.5000,5.0000,5.0000,3.5000,3.0000,3.5000,4.8333,9.6664,1.0000,10.7614,2.0000,34.4448,2.0000,14082.6667,14047.3333,9.3333,9.8333,0.0000,0.0000,0.0167,0.2108,0.4944,0.3416,0.2108,0.3333,0.1667,0.4944,0.0000,0.0000,0.5000,0.2108,0.2108,0.4472,0.5426,0.5426,0.6667,0.4944,0.5000,0.4773,0.6009,0.2236,0.0000,0.0000,0.6191,0.0000,0.0000,0.5000,0.5164,0.4282,0.1667,0.8202,0.0000,0.6129,0.0000,2.5345,0.0000,2975.9786,2991.6097,0.3333,0.1667
fixed_k2,technical_explanation,6,0.0000,0.0000,0.0333,4.6667,1.3333,3.1667,2.6667,3.5000,4.6667,4.1667,5.0000,1.0000,5.0000,4.7500,4.5833,2.6667,3.3333,3.1667,1.0000,2.6667,5.0000,3.1667,4.5000,1.6667,1.0000,2.0000,3.2500,5.0000,5.0000,4.3333,4.0000,4.3333,5.0000,8.3774,1.0000,11.8817,2.0000,33.6505,2.0000,10468.8333,10083.3333,9.1667,9.6667,0.0000,0.0000,0.0333,0.3333,0.3333,0.3073,0.2108,0.3416,0.2108,0.3073,0.0000,0.0000,0.0000,0.1708,0.2007,0.4944,0.8028,0.4773,0.0000,0.3333,0.0000,0.4773,0.2236,0.2108,0.0000,0.0000,0.5439,0.0000,0.0000,0.4944,0.5164,0.3333,0.0000,0.4273,0.0000,0.7216,0.0000,1.6873,0.0000,698.8616,918.7397,0.5426,0.3333
fixed_k2,travel_dining,6,0.0000,0.0000,0.0833,4.6667,1.3333,2.6667,2.3333,3.1667,4.1667,3.3333,5.0000,1.0000,3.1667,4.7500,4.7500,2.3333,2.0000,3.0000,1.8333,2.1667,3.6667,3.0000,3.0000,1.2500,1.0000,2.0000,2.6667,5.0000,5.0000,4.1667,3.1667,4.1667,5.0000,12.5155,1.0000,10.9626,2.0000,38.2721,2.0000,7928.1667,7067.8333,8.6667,9.1667,0.0000,0.0000,0.0477,0.3333,0.3333,0.3333,0.2108,0.3073,0.3073,0.3333,0.0000,0.0000,0.7032,0.1708,0.1708,0.4944,0.3651,0.3651,0.6540,0.6009,0.7149,0.2582,0.5164,0.1708,0.0000,0.0000,0.5578,0.0000,0.0000,0.3073,0.5426,0.4014,0.0000,0.7557,0.0000,0.3802,0.0000,2.9755,0.0000,706.2518,705.1538,0.4216,0.4773
fixed_k4,current_rule_limit_lookup,6,0.0000,0.0000,0.0583,4.5000,1.3333,3.8333,4.5000,4.1667,4.8333,3.5000,5.0000,1.0000,3.0000,4.8333,4.5833,3.1667,3.8333,4.1667,1.0000,3.8333,3.1667,4.0000,3.8333,1.5000,1.0000,4.0000,3.8333,4.5000,5.0000,4.1667,4.0000,4.8333,5.0000,8.7277,1.0000,11.8143,4.0000,36.1958,2.0000,18539.6667,17298.8333,15.3333,18.8333,0.0000,0.0000,0.0327,0.5000,0.3333,0.4773,0.5000,0.4773,0.1667,0.4282,0.0000,0.0000,0.4472,0.1667,0.2007,0.5426,0.4014,0.4773,0.0000,0.6009,0.4014,0.4472,0.4773,0.2236,0.0000,0.0000,0.7491,0.5000,0.0000,0.5426,0.5164,0.1667,0.0000,0.4971,0.0000,1.2645,0.0000,3.2287,0.0000,1363.4030,1821.0968,0.9189,0.6540
fixed_k4,financial_concept_explanation,6,0.0000,0.0000,0.0500,5.0000,1.0000,4.6667,5.0000,5.0000,5.0000,4.1667,5.0000,1.0000,3.5000,4.8333,4.6667,3.5000,3.5000,3.8333,1.0000,3.6667,3.8333,4.1667,4.1667,1.3333,1.0000,4.0000,4.5000,5.0000,5.0000,5.0000,4.6667,4.8333,5.0000,8.5528,1.0000,14.2106,4.0000,40.5871,2.0000,17491.3333,16830.3333,17.5000,19.0000,0.0000,0.0000,0.0183,0.0000,0.0000,0.2108,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.4282,0.1667,0.2108,0.2236,0.3416,0.4014,0.0000,0.3333,0.4014,0.3073,0.3073,0.2108,0.0000,0.0000,0.3416,0.0000,0.0000,0.0000,0.2108,0.1667,0.0000,0.6233,0.0000,1.8405,0.0000,2.4737,0.0000,1553.8584,1712.9240,0.4282,0.3651
